0.08540082,0.08540082,0.08540082,0.08540082,0.10629681,0.1748838,0.13406518,0.08708175,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.08540082,0.13668452,0.25006542,0.21410024,0.06285183,0.06056608,0.03859967,0.06585315,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.1042921,0.19353613,0.25991976,0.129997,0.3182092,0.45214808,0.31190035,0.0,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.10302112,0.20301819,0.33563858,0.30753273,0.45196202,0.5266806,0.39977658,0.13896522,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.11673301,0.20988189,0.30568528,0.3043435,0.31682432,0.27174458,0.12054238,0.170492,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.08540082,0.09801508,0.14297682,0.23839623,0.29671657,0.14824775,0.1750046,0.22543867,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.08540082,0.09945157,0.174269,0.30328748,0.22142881,0.14809586,0.23436949,0.12774193,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.08540082,0.1561303,0.29710037,0.27243105,0.12688628,0.23957951,0.19290034,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,
0.08540082,0.08540082,0.08540082,0.17385149,0.33920676,0.23577681,0.16372384,0.20826003,0.08540082,0.1014868,0.11513635,0.17012574,0.08540082,0.08540082,
0.08540082,0.08540082,0.08540082,0.23834322,0.4847422,0.21869841,0.20934527,0.13631602,0.094183646,0.13930061,0.12441614,0.06788901,0.035782427,0.0,
0.08540082,0.08540082,0.08540082,0.20269813,0.3609296,0.36471596,0.37179336,0.21379656,0.15857476,0.17131639,0.25628123,0.20987381,0.29611537,0.22867227,
0.08540082,0.08540082,0.08540082,0.15671203,0.27305806,0.47541302,0.4294551,0.49569437,0.4629978,0.40391636,0.4217042,0.44460946,0.34496352,0.27270308,
0.08540082,0.08540082,0.08540082,0.13341638,0.108297095,0.18454073,0.21340738,0.18552047,0.2384797,0.2197562,0.16210702,0.11295615,0.08540082,0.08540082,
0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,0.08540082,
