0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.08782202,0.21697584,0.1019509,0.032497086,0.0,0.0,0.08248335,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.09917129,0.2316426,0.24162817,0.0,0.0,0.24433011,0.0080715,0.05678073,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.120550275,0.20852017,0.0,0.12304854,0.2134049,0.18733458,0.0,0.09452183,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.0,0.1805839,0.26773515,0.19843817,0.0,0.024887854,0.16306312,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.08782202,0.1252642,0.15892509,0.111960955,0.0,0.21262021,0.17128433,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.08782202,0.12851779,0.19127685,0.0,0.18745863,0.21192904,0.11792927,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.10714376,0.14317957,0.0,0.0,0.19713546,0.15529653,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.14997637,0.1012644,0.0,0.19090879,0.20473316,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.11653327,0.058607895,0.0,0.019751318,0.0,0.0,0.0,0.01092836,0.020234145,0.0,0.0,
0.08782202,0.08782202,0.08782202,0.07384361,0.14141631,0.15891886,0.10501892,0.004403905,0.0,0.08899496,0.031105783,0.0,0.073871806,0.099141136,
0.08782202,0.08782202,0.08782202,0.0,0.0,0.031018317,0.0144785615,0.047515675,0.00088994496,0.076686084,0.14314695,0.20313755,0.21702605,0.24084517,
0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.14509025,0.2056758,0.22421663,0.17637315,0.10741563,0.08782202,0.08782202,
0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,0.08782202,
